fips,201401,201402,201403,201404,201405,201406,201407,201408,201409,201410,201411,201412
0,4.62,3.97,6.164,2.295,2.691,1.831,4.26,4.86,2.172,3.166,2.953,6.035
1,4.637,4.01,6.2,2.328,2.713,1.862,4.395,4.918,2.152,3.182,2.854,6.098
2,2.023,2.043,0.881,1.434,1.848,2.77,1.668,5.17,4.996,1.948,1.736,3.535
3,1.722,1.933,0.9146,1.485,1.949,2.854,1.665,5.33,4.953,1.88,1.654,3.33
4,1.898,1.992,1.023,1.52,2.049,2.959,1.73,5.457,4.992,1.986,1.749,3.656
5,1.997,2.035,1.105,1.564,2.158,3.121,1.81,5.707,5.188,2.035,1.818,3.865
6,4.516,4.36,6.047,2.33,3.098,1.846,4.637,5.28,2.117,3.393,3.453,6.043
7,4.734,4.074,6.324,2.39,2.645,1.847,4.164,5.023,2.2,3.27,3.033,6.043
8,4.723,4.12,6.35,2.412,2.678,1.904,4.34,5.1,2.178,3.264,2.904,6.094
9,4.715,4.14,6.36,2.422,2.697,1.933,4.453,5.133,2.162,3.258,2.822,6.133
10,1.65,1.832,0.8813,1.41,1.895,2.613,1.642,5.67,5.34,1.89,1.7705,3.174
11,1.6045,1.831,0.9185,1.447,1.946,2.686,1.669,5.707,5.297,1.879,1.729,3.176
12,1.744,1.914,1.021,1.509,2.057,2.846,1.761,5.824,5.293,1.935,1.744,3.426
13,1.896,1.998,1.128,1.568,2.17,3.006,1.854,5.96,5.316,1.998,1.773,3.697
14,2.025,2.062,1.208,1.614,2.266,3.127,1.93,6.062,5.258,2.047,1.782,3.924
15,2.13,2.1,1.256,1.637,2.34,3.195,1.98,6.152,5.188,2.092,1.792,4.098
16,4.133,4.316,6.14,2.44,3.01,1.859,4.69,5.2,2.219,3.297,3.121,5.78
17,4.156,4.3,6.152,2.443,3.016,1.871,4.69,5.21,2.236,3.303,3.094,5.816
18,4.42,4.05,6.297,2.402,2.836,1.926,4.402,5.066,2.209,3.258,2.879,5.86
19,4.402,3.998,6.316,2.393,2.764,1.973,4.41,5.03,2.158,3.242,2.875,5.793
20,5.336,3.229,1.261,1.109,1.944,2.762,1.932,5.766,5.992,2.727,2.81,6.895
21,5.277,3.166,1.28,1.156,1.995,2.78,2.041,6.176,6.305,2.889,3.059,6.926
22,2.043,1.893,0.981,1.352,1.947,2.502,1.737,6.312,6.004,2.09,2.117,3.621
23,1.663,1.784,0.9795,1.41,1.984,2.541,1.728,6.27,5.81,1.956,1.905,3.242
24,1.655,1.84,1.045,1.482,2.06,2.666,1.798,6.246,5.633,1.931,1.792,3.277
25,1.687,1.923,1.112,1.561,2.135,2.8,1.878,6.184,5.402,1.904,1.661,3.336
26,1.751,2.004,1.181,1.629,2.223,2.932,1.957,6.18,5.223,1.906,1.569,3.445
27,1.883,2.049,1.212,1.649,2.322,3.0,2.012,6.277,5.066,1.971,1.557,3.633
28,2.014,2.076,1.22,1.651,2.428,3.023,2.057,6.48,5.016,2.064,1.571,3.783
29,3.342,4.383,6.164,2.572,2.848,1.827,4.88,5.016,2.23,3.123,2.87,5.13
30,3.57,4.305,6.21,2.57,2.908,1.919,4.906,5.145,2.293,3.197,2.826,5.41
31,3.793,4.227,6.258,2.57,2.965,2.002,4.918,5.26,2.357,3.264,2.777,5.68
32,3.977,4.152,6.3,2.566,3.006,2.06,4.902,5.336,2.406,3.309,2.709,5.88
33,4.02,4.086,6.312,2.537,3.018,2.123,4.938,5.34,2.365,3.307,2.662,5.9
34,2.309,1.916,1.07,1.31,2.027,2.414,1.825,6.895,6.51,2.25,2.395,3.938
35,1.67,1.704,1.03,1.372,2.018,2.396,1.777,6.777,6.3,2.04,2.08,3.262
36,1.607,1.785,1.071,1.464,2.066,2.518,1.846,6.586,5.91,1.945,1.842,3.166
37,1.55,1.866,1.113,1.556,2.117,2.637,1.914,6.402,5.53,1.856,1.608,3.078
38,1.549,1.944,1.153,1.632,2.19,2.754,1.983,6.305,5.22,1.816,1.431,3.064
39,1.683,2.018,1.187,1.674,2.316,2.861,2.057,6.418,5.066,1.892,1.383,3.227
40,1.9375,2.086,1.216,1.685,2.492,2.959,2.129,6.715,5.066,2.072,1.456,3.55
41,2.06,2.12,1.2295,1.69,2.58,3.004,2.168,6.875,5.074,2.164,1.491,3.701
42,3.047,4.484,6.21,2.713,2.777,1.839,4.93,4.883,2.348,3.105,2.639,4.91
43,2.816,4.355,6.254,2.703,2.742,1.861,5.004,4.9,2.34,2.996,2.514,4.742
44,3.062,4.266,6.293,2.697,2.83,2.014,5.12,5.105,2.389,3.102,2.516,5.09
45,3.215,4.22,6.312,2.693,2.88,2.094,5.176,5.215,2.416,3.164,2.523,5.29
46,2.791,1.973,1.191,1.29,2.146,2.527,1.999,6.93,6.695,2.648,2.748,4.555
47,2.584,1.9375,1.211,1.357,2.172,2.605,2.03,6.78,6.508,2.588,2.605,4.348
48,2.305,1.952,1.231,1.478,2.188,2.746,2.043,6.562,6.176,2.389,2.32,3.998
49,2.068,1.989,1.258,1.6,2.209,2.895,2.062,6.34,5.83,2.197,2.04,3.691
50,1.881,2.037,1.289,1.713,2.238,3.035,2.098,6.137,5.48,2.035,1.775,3.443
51,1.905,2.102,1.321,1.776,2.34,3.135,2.186,6.266,5.34,2.066,1.69,3.46
52,2.037,2.184,1.358,1.815,2.473,3.209,2.316,6.527,5.266,2.19,1.674,3.607
53,2.193,2.264,1.3955,1.851,2.613,3.285,2.436,6.797,5.203,2.324,1.675,3.791
54,3.236,4.43,6.207,2.791,2.979,2.408,5.625,5.16,2.549,3.285,2.787,5.32
55,2.836,4.227,6.293,2.746,2.922,2.367,5.613,5.2,2.477,3.088,2.531,4.973
56,2.854,4.19,6.297,2.734,2.943,2.393,5.62,5.23,2.473,3.09,2.508,5.008
57,3.352,2.125,1.38,1.364,2.314,2.832,2.26,6.742,6.707,3.082,3.082,5.277
58,3.031,2.129,1.396,1.492,2.314,2.986,2.246,6.523,6.438,2.852,2.814,4.87
59,2.64,2.127,1.41,1.641,2.309,3.16,2.225,6.273,6.13,2.57,2.496,4.375
60,2.234,2.12,1.424,1.792,2.303,3.338,2.201,6.03,5.832,2.283,2.178,3.86
61,2.16,2.195,1.464,1.878,2.37,3.416,2.336,6.137,5.637,2.27,2.023,3.736
