fips,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612
0,4.32,4.438,1.443,4.703,2.0,3.574,1.998,11.92,4.113,6.03,4.992,5.81
1,4.355,4.453,1.431,4.664,2.057,3.623,2.025,12.055,4.145,6.066,4.945,5.684
2,2.076,3.473,1.406,3.242,2.314,3.885,4.293,5.66,4.523,2.695,3.703,2.11
3,1.962,3.348,1.299,3.275,2.344,3.824,4.56,6.195,4.508,2.654,3.58,2.084
4,2.182,3.436,1.313,3.316,2.424,3.904,4.92,6.56,4.723,2.867,3.848,2.268
5,2.361,3.47,1.292,3.395,2.453,3.965,5.27,7.008,4.86,2.996,3.95,2.445
6,4.566,4.555,1.7,4.71,1.73,3.586,1.806,13.05,4.023,6.89,5.703,6.29
7,4.51,4.53,1.465,4.89,1.966,3.543,1.862,11.52,4.02,6.242,5.254,6.145
8,4.535,4.54,1.435,4.844,2.05,3.594,1.918,11.734,4.023,6.242,5.176,5.965
9,4.543,4.54,1.418,4.797,2.1,3.63,1.956,11.89,4.047,6.24,5.113,5.84
10,1.813,3.307,1.34,3.219,2.262,3.791,4.203,5.973,4.38,2.822,3.404,2.08
11,1.839,3.29,1.3,3.242,2.273,3.787,4.375,6.266,4.395,2.826,3.41,2.111
12,2.045,3.352,1.277,3.307,2.318,3.846,4.76,6.777,4.492,2.945,3.594,2.29
13,2.264,3.418,1.26,3.375,2.365,3.908,5.16,7.29,4.61,3.08,3.787,2.475
14,2.424,3.469,1.2295,3.41,2.4,3.94,5.445,7.72,4.67,3.209,3.959,2.621
15,2.525,3.506,1.2,3.42,2.422,3.963,5.598,8.01,4.715,3.33,4.09,2.723
16,4.223,4.35,1.674,4.87,1.807,3.514,1.843,12.76,4.016,6.54,5.414,6.062
17,4.234,4.36,1.659,4.89,1.817,3.535,1.856,12.695,4.027,6.54,5.43,6.062
18,4.25,4.402,1.468,5.02,1.979,3.625,1.858,11.734,4.02,6.105,5.188,6.016
19,4.145,4.375,1.432,5.027,2.033,3.625,1.849,11.63,4.016,5.91,5.043,5.973
20,4.17,4.74,2.047,3.357,2.691,4.812,4.906,4.156,5.19,3.973,5.69,3.504
