fips,198101,198102,198103,198104,198105,198106,198107,198108,198109,198110,198111,198112
0,-5.812,-6.137,-6.1,-0.0873,2.402,4.086,8.445,12.12,10.73,7.695,0.864,-1.019
1,-5.918,-6.223,-6.12,-0.10876,2.354,4.004,8.31,11.99,10.555,7.535,0.733,-1.165
2,-6.945,-8.26,-4.363,3.117,7.195,12.24,16.9,18.28,14.84,9.33,-0.6304,-2.861
3,-7.223,-8.61,-4.637,2.912,6.977,11.836,16.86,18.14,14.65,9.09,-0.894,-3.002
4,-7.13,-8.555,-4.69,2.766,6.68,11.22,16.56,17.98,14.53,9.06,-0.7534,-2.889
5,-7.27,-8.73,-4.875,2.635,6.523,10.92,16.5,17.9,14.44,8.98,-0.859,-2.922
6,-5.785,-6.6,-6.32,0.02408,2.908,5.63,10.54,13.82,12.09,8.42,1.212,-0.802
7,-5.582,-5.957,-6.016,-0.1107,2.314,4.01,8.484,12.164,10.86,7.9,1.1045,-0.7334
8,-5.85,-6.145,-6.098,-0.1556,2.252,3.918,8.33,12.0,10.62,7.645,0.8247,-1.052
9,-5.81,-6.098,-6.035,-0.10876,2.283,3.922,8.29,11.97,10.58,7.625,0.8657,-1.058
10,-7.26,-8.39,-4.39,3.047,7.3,12.59,17.17,18.36,14.88,9.3,-0.81,-3.021
11,-7.48,-8.64,-4.62,2.885,7.125,12.3,17.1,18.23,14.7,9.086,-0.9683,-3.174
12,-7.703,-8.89,-4.883,2.645,6.816,11.74,16.89,18.03,14.46,8.85,-1.134,-3.295
13,-7.676,-8.914,-4.96,2.545,6.61,11.27,16.73,17.95,14.39,8.84,-1.063,-3.193
14,-7.45,-8.78,-4.887,2.55,6.492,10.91,16.61,17.95,14.48,9.03,-0.732,-2.906
15,-7.18,-8.62,-4.76,2.586,6.43,10.66,16.48,17.98,14.6,9.266,-0.349,-2.594
16,-5.848,-6.605,-6.277,0.0709,3.02,5.598,10.65,13.79,12.016,8.35,1.112,-0.8135
17,-5.89,-6.613,-6.293,0.0358,2.955,5.492,10.52,13.68,11.94,8.3,1.056,-0.8564
18,-4.723,-5.227,-5.43,0.362,2.879,4.516,9.13,12.78,11.7,8.81,2.045,0.124
19,-4.86,-5.273,-5.49,0.2683,2.68,4.29,8.79,12.49,11.41,8.59,1.89,-0.03616
20,-5.91,-6.562,-3.078,3.242,6.812,11.69,15.87,18.19,15.14,9.99,-0.2241,-2.088
