Month,temp_ave,temp_max,temp_min
1,4.0,7.8,0.9
2,4.5,8.7,0.8
3,7.7,12.7,3.0
4,13.1,18.8,7.5
5,17.9,23.6,12.6
6,21.9,26.8,17.7
7,26.0,30.7,22.3
8,27.2,32.5,23.1
9,22.7,27.6,18.8
10,16.9,22.2,12.5
11,11.7,16.6,7.5
12,6.7,10.9,3.0
