Month,temp_ave,temp_max,temp_min
1,5.9,10,2.4
2,6.4,10.5,2.8
3,9.4,13.6,5.6
4,14.3,18.7,10.5
5,18.6,22.8,15.2
6,21.5,25.2,18.8
7,25.3,29,22.6
8,26.9,30.9,24.2
9,23.5,27,20.8
10,18.2,21.7,15.3
11,13.2,16.9,9.8
12,8.5,12.4,5.0
