Month,temp_ave,temp_max,temp_min
1,7.0,10.5,3.8
2,7.9,11.7,4.4
3,11.0,15.0,7.3
4,15.5,19.8,11.6
5,19.5,23.7,16.0
6,22.9,26.4,20.1
7,26.8,30.1,24.4
8,28.0,31.8,25.2
9,24.8,28.6,21.8
10,19.8,23.9,16.3
11,14.4,18.4,10.9
12,9.3,13.0,5.9
