Month,temp_ave,temp_max,temp_min
1,17.0,19.6,14.7
2,17.3,19.9,14.9
3,19.0,21.7,16.6
4,21.4,24.2,19.0
5,24.1,26.9,22.0
6,27.0,29.6,25.0
7,29.0,31.8,26.9
8,28.8,31.6,26.7
9,27.8,30.5,25.6
10,25.3,28.0,23.3
11,22.3,24.8,20.1
12,18.8,21.3,16.5
