Month,temp_ave,temp_max,temp_min
1,5.7,9.1,2.6
2,6.1,9.7,2.8
3,9.3,13.3,5.5
4,14.7,18.9,10.7
5,19.3,23.5,15.7
6,22.9,26.6,19.9
7,26.7,30.3,24.1
8,28.2,32.2,25.5
9,24.7,28.5,21.8
10,19.1,22.9,15.8
11,13.6,17.3,10.2
12,8.3,11.8,5.1
