Month,temp_ave,temp_max,temp_min
1,3.7,9,-1.2
2,4.6,9.7,-0.2
3,8.1,13.1,3.2
4,13.5,18.8,8.4
5,18.4,23.3,13.8
6,21.7,25.8,18.1
7,25.4,29.7,22.0
8,26.9,31.4,23.3
9,23,27,19.5
10,17.2,21.4,13.3
11,11.2,16.1,6.6
12,6,11.4,1.1
