Month,temp_ave,temp_max,temp_min
1,-0.3,3.1,-3.4
2,0.1,4,-3.3
3,3.7,8.7,-0.6
4,10.1,16.3,4.5
5,16,22.4,10.4
6,20,25.6,15.4
7,23.6,28.8,19.7
8,25.1,30.5,20.9
9,20.4,25.5,16.4
10,13.8,19.1,9.4
11,7.5,12.3,3.4
12,2.4,6.2,-0.7
