Month,temp_ave,temp_max,temp_min
1,6.3,10.5,2.3
2,7,11.2,2.8
3,9.9,14.3,5.6
4,14.6,19.5,10.0
5,19.1,23.8,14.7
6,22.5,26.5,19.1
7,26.6,30.7,23.3
8,27.5,32,24.0
9,24,28,20.7
10,18.8,23.1,14.8
11,13.6,18,9.3
12,8.5,12.9,4.2
