Month,temp_ave,temp_max,temp_min
1,6.4,12.0,1.7
2,7.6,13.0,2.9
3,11.0,16.2,6.2
4,15.7,20.8,10.8
5,19.8,24.6,15.3
6,23.0,27.0,19.5
7,26.8,30.7,23.6
8,27.7,32.0,24.2
9,24.7,29.3,21.1
10,19.6,24.7,15.2
11,13.9,19.4,9.4
12,8.6,14.2,3.9
