Month,temp_ave, temp_max, temp_min
1,5.6,9.5,1.8
2,6.0,10.2,2.0
3,9.2,13.8,4.7
4,14.5,19.7,9.6
5,19.4,24.5,14.7
6,23.1,27.4,19.5
7,27.2,31.4,23.8
8,28.3,32.7,24.7
9,24.4,28.5,20.9
10,18.6,22.9,14.5
11,13.0,17.3,8.7
12,7.9,12.1,3.9
