Month,temp_ave,temp_max,temp_min
1,2.7,6.1,-0.1
2,3.1,6.9,-0.2
3,6.5,11.3,2.4
4,12.2,17.5,7.2
5,17.3,22.4,12.7
6,21.1,25.4,17.5
7,25.2,29.4,21.8
8,26.8,31.2,23.1
9,22.5,26.7,18.9
10,16.6,21.2,12.6
11,10.9,15.4,7.0
12,5.7,9.5,2.4
