Month,temp_ave,temp_max,temp_min
1,4.7,8.9,1.2
2,5.2,9.8,1.5
3,8.6,13.7,4.1
4,14.3,20,9.1
5,19.3,24.9,14.2
6,23.1,27.9,19.0
7,27,31.8,23.4
8,28.4,33.5,24.5
9,24.2,29,20.5
10,18.1,23,13.9
11,12.3,17.1,8.1
12,7,11.5,3.3
