Month,temp_ave,temp_max,temp_min
1,3.6,8.8,-0.7
2,4.2,9.6,-0.2
3,7.7,13.2,2.9
4,13.3,19.1,8.1
5,18.4,24.0,13.4
6,21.8,26.5,17.8
7,25.4,30.0,21.7
8,26.7,31.6,22.9
9,22.6,26.9,19.1
10,16.8,21.5,12.8
11,11.0,16.2,6.7
12,6.0,11.4,1.8
