Month,temp_ave,temp_max,temp_min
1,4.8,9.1,0.9
2,5.5,10,1.3
3,8.9,13.7,4.2
4,14.5,19.7,9.4
5,19.4,24.7,14.5
6,23.2,27.7,19.3
7,27.2,31.5,23.7
8,28.4,32.9,24.8
9,24.3,28.4,20.6
10,18.2,22.7,14.0
11,12.4,16.9,8.1
12,7.1,11.5,3.1
