Month,temp_ave,temp_max,temp_min
1,3.7,6.9,0.8
2,4.1,7.5,0.9
3,7.1,11.3,3.4
4,12.3,17.4,8.0
5,17.4,22.4,13.2
6,21.6,25.9,18.2
7,25.8,29.9,22.7
8,27.4,31.9,23.9
9,23.4,27.4,20.0
10,17.4,21.5,13.6
11,11.6,15.5,7.8
12,6.3,9.8,3.0
