Month,temp_ave,temp_max,temp_min
1,6.0,9.9,2.3
2,6.5,10.6,2.9
3,9.6,13.8,5.7
4,14.7,19.0,10.7
5,19.2,23.3,15.5
6,22.2,25.8,19.2
7,25.9,29.6,23.1
8,27.5,31.3,24.6
9,23.9,27.3,21.0
10,18.6,22.0,15.5
11,13.3,17.0,9.9
12,8.5,12.3,4.9
