Month,temp_ave,temp_max,temp_min
1,5.4,9.3,2.0
2,5.7,9.8,2.2
3,8.7,13.1,4.9
4,14,18.4,10.0
5,18.8,22.9,15.1
6,22.5,26.1,19.4
7,26.5,30.1,23.7
8,27.7,31.4,24.7
9,24.1,27.7,21.2
10,18.5,22.4,15.0
11,12.9,17,9.2
12,7.8,11.9,4.3
