Month,temp_ave,temp_max,temp_min
1,0.2,2.9,-2.4
2,0.6,3.6,-2.3
3,3.8,7.6,0.1
4,9.6,14,5.1
5,14.9,19.3,10.7
6,19.4,23.5,15.7
7,23.2,26.9,20.1
8,25,29.2,21.5
9,20.6,25,16.8
10,14.2,18.7,10.0
11,8,12,4.3
12,2.8,5.9,0.0
