Month,temp_ave,temp_max,temp_min
1,10.4,13.1,7.7
2,10.5,13.5,7.7
3,12.7,15.9,9.7
4,16.1,19.2,13.1
5,19.3,22.2,16.6
6,21.9,24.3,19.8
7,25.3,27.9,23.4
8,26.6,29.6,24.4
9,24.9,27.8,22.6
10,21.2,23.9,18.7
11,17.2,20.1,14.5
12,12.8,15.6,10.1
