Month,temp_ave,temp_max,temp_min
1,2.9,8.9,-2.3
2,4.4,10.5,-0.9
3,8.3,14.7,3.0
4,13.9,20.6,8.3
5,18.6,25.0,13.5
6,22.1,27.6,18.1
7,25.7,31.2,22.0
8,26.9,32.8,23.1
9,23.0,28.2,19.2
10,16.8,22.2,12.6
11,10.6,16.5,5.7
12,5.1,11.3,-0.1
