Month,temp_ave,temp_max,temp_min
1,6.0,9.9,2.3
2,6.6,10.8,2.6
3,9.7,14.2,5.4
4,14.7,19.5,10.1
5,19.2,23.9,14.8
6,22.8,26.9,19.3
7,27.0,31.0,23.6
8,27.9,32.3,24.4
9,24.4,28.7,20.9
10,18.9,23.5,14.8
11,13.4,17.9,9.4
12,8.4,12.5,4.6
