Month,temp_ave,temp_max,temp_min
1,2.5,8.4,-2.6
2,3.5,9.4,-1.7
3,7.2,13.0,1.8
4,12.6,18.6,7.1
5,17.6,23.0,12.8
6,20.9,25.5,17.1
7,24.5,29.0,21.1
8,25.9,30.8,22.4
9,22.1,26.6,18.6
10,16.3,21.1,12.1
11,10.3,15.7,5.3
12,4.9,10.7,-0.2
