Month,temp_ave,temp_max,temp_min
1,2.7,5.5,0.2
2,3.0,6.1,0.1
3,6.0,10.0,2.4
4,11.4,16.0,7.2
5,16.7,21.2,12.9
6,20.8,24.7,17.7
7,24.8,28.4,21.9
8,26.7,30.6,23.5
9,22.6,26.4,19.2
10,16.5,20.5,12.9
11,10.6,14.3,7.0
12,5.5,8.7,2.6
