Month,temp_ave,temp_max,temp_min
1,7.6,13.0,2.8
2,8.9,14.0,4.2
3,12.0,16.9,7.4
4,16.4,21.2,11.8
5,20.3,24.7,16.1
6,23.3,26.9,20.1
7,27.3,31.3,24.1
8,27.7,31.7,24.5
9,24.8,28.8,21.4
10,19.9,24.6,15.6
11,14.6,19.7,10.0
12,9.5,15.0,4.6
