Month,temp_ave,temp_max,temp_min
1,1.6,5.5,-1.8
2,2.3,6.7,-1.5
3,5.6,10.8,1.1
4,11.6,17.5,6.3
5,17,22.9,11.8
6,20.4,25.5,16.3
7,23.9,28.7,20.4
8,25.6,30.6,22.0
9,21.3,25.9,17.8
10,15.3,20.2,11.2
11,9.3,14.3,5.0
12,4.3,8.6,0.7
