Month,temp_ave,temp_max,temp_min
1,4.3,9.2,0.2
2,5.4,10.6,0.9
3,8.8,14.4,3.7
4,14.0,20.0,8.3
5,18.7,24.5,13.4
6,22.5,27.3,18.5
7,26.4,30.9,22.8
8,27.4,32.3,23.6
9,23.4,28.4,19.5
10,17.5,23.3,12.7
11,11.7,17.5,7.0
12,6.5,11.8,2.1
