fips,lat,lon
1359,38.4,140.2
1360,38.4,140.4
1361,38.4,140.5
1362,38.4,140.6
1363,38.4,140.8
1364,38.4,140.8
1365,38.4,140.9
1366,38.4,141.0
1367,38.4,141.1
1368,38.4,141.2
1369,38.4,141.4
1370,38.4,141.5
1371,38.3,139.5
1372,38.3,139.6
1373,38.3,139.8
1374,38.3,139.8
1375,38.3,139.9
1376,38.3,140.0
1377,38.3,140.1
1378,38.3,140.2
1379,38.3,140.2
1380,38.3,140.4
1381,38.3,140.5
1382,38.3,140.6
1383,38.3,140.8
1384,38.3,140.8
1385,38.3,140.9
1386,38.3,141.0
1387,38.2,139.5
1388,38.2,139.6
1389,38.2,139.8
1390,38.2,139.8
1391,38.2,139.9
1392,38.2,140.0
1393,38.2,140.1
1394,38.2,140.2
1395,38.2,140.2
1396,38.2,140.4
1397,38.2,140.5
1398,38.2,140.6
1399,38.2,140.8
1400,38.2,140.8
1401,38.2,140.9
1402,38.1,138.2
1403,38.1,138.4
1404,38.1,139.4
1405,38.1,139.5
1406,38.1,139.6
1407,38.1,139.8
1408,38.1,139.8
1409,38.1,139.9
1410,38.1,140.0
1411,38.1,140.1
1412,38.1,140.2
1413,38.1,140.2
1414,38.1,140.4
1415,38.1,140.5
1416,38.1,140.6
1417,38.1,140.8
1418,38.1,140.8
1419,38.1,140.9
1420,38.0,138.4
1421,38.0,138.5
1422,38.0,139.2
1423,38.0,139.4
1424,38.0,139.5
1425,38.0,139.6
1426,38.0,139.8
1427,38.0,139.8
1428,38.0,139.9
1429,38.0,140.0
1430,38.0,140.1
1431,38.0,140.2
1432,38.0,140.2
1433,38.0,140.4
1434,38.0,140.5
1435,38.0,140.6
1436,38.0,140.8
1437,38.0,140.8
1438,37.9,138.2
1439,37.9,138.4
1440,37.9,139.0
1441,37.9,139.1
1442,37.9,139.2
1443,37.9,139.2
1444,37.9,139.4
1445,37.9,139.5
1446,37.9,139.6
1447,37.9,139.8
1448,37.9,139.8
1449,37.9,139.9
1450,37.9,140.0
1451,37.9,140.1
1452,37.9,140.2
1453,37.9,140.2
1454,37.9,140.4
1455,37.9,140.5
1456,37.9,140.6
1457,37.9,140.8
1458,37.9,140.8
1459,37.9,140.9
1460,37.8,138.9
1461,37.8,139.0
1462,37.8,139.1
1463,37.8,139.2
1464,37.8,139.2
1465,37.8,139.4
1466,37.8,139.5
1467,37.8,139.6
1468,37.8,139.8
1469,37.8,139.8
1470,37.8,139.9
1471,37.8,140.0
1472,37.8,140.1
1473,37.8,140.2
1474,37.8,140.2
1475,37.8,140.4
1476,37.8,140.5
1477,37.8,140.6
1478,37.8,140.8
1479,37.8,140.8
1480,37.8,140.9
1481,37.7,138.8
1482,37.7,138.9
1483,37.7,139.0
1484,37.7,139.1
1485,37.7,139.2
1486,37.7,139.2
1487,37.7,139.4
1488,37.7,139.5
1489,37.7,139.6
1490,37.7,139.8
1491,37.7,139.8
1492,37.7,139.9
1493,37.7,140.0
1494,37.7,140.1
1495,37.7,140.2
1496,37.7,140.2
1497,37.7,140.4
1498,37.7,140.5
1499,37.7,140.6
1500,37.7,140.8
1501,37.7,140.8
1502,37.7,140.9
1503,37.6,138.8
1504,37.6,138.9
1505,37.6,139.0
1506,37.6,139.1
1507,37.6,139.2
1508,37.6,139.2
1509,37.6,139.4
1510,37.6,139.5
1511,37.6,139.6
1512,37.6,139.8
1513,37.6,139.8
1514,37.6,139.9
1515,37.6,140.0
1516,37.6,140.1
1517,37.6,140.2
1518,37.6,140.2
1519,37.6,140.4
1520,37.6,140.5
1521,37.6,140.6
1522,37.6,140.8
1523,37.6,140.8
1524,37.6,140.9
1525,37.6,141.0
1526,37.5,137.2
1527,37.5,137.2
1528,37.5,138.8
1529,37.5,138.8
1530,37.5,138.9
1531,37.5,139.0
1532,37.5,139.1
1533,37.5,139.2
1534,37.5,139.2
1535,37.5,139.4
1536,37.5,139.5
1537,37.5,139.6
1538,37.5,139.8
1539,37.5,139.8
1540,37.5,139.9
1541,37.5,140.0
1542,37.5,140.1
1543,37.5,140.2
1544,37.5,140.2
1545,37.5,140.4
1546,37.5,140.5
1547,37.5,140.6
1548,37.5,140.8
1549,37.5,140.8
1550,37.5,140.9
1551,37.4,137.0
1552,37.4,137.1
1553,37.4,137.2
1554,37.4,138.8
1555,37.4,138.8
1556,37.4,138.9
1557,37.4,139.0
1558,37.4,139.1
1559,37.4,139.2
1560,37.4,139.2
1561,37.4,139.4
1562,37.4,139.5
1563,37.4,139.6
1564,37.4,139.8
1565,37.4,139.8
1566,37.4,139.9
1567,37.4,140.0
1568,37.4,140.1
1569,37.4,140.2
1570,37.4,140.2
1571,37.4,140.4
1572,37.4,140.5
1573,37.4,140.6
1574,37.4,140.8
1575,37.4,140.8
1576,37.4,140.9
1577,37.4,141.0
1578,37.3,136.8
1579,37.3,136.9
1580,37.3,137.0
1581,37.3,138.5
1582,37.3,138.6
1583,37.3,138.8
1584,37.3,138.8
1585,37.3,138.9
1586,37.3,139.0
1587,37.3,139.1
1588,37.3,139.2
1589,37.3,139.2
1590,37.3,139.4
1591,37.3,139.5
1592,37.3,139.6
1593,37.3,139.8
1594,37.3,139.8
1595,37.3,139.9
1596,37.3,140.0
1597,37.3,140.1
1598,37.3,140.2
1599,37.3,140.2
1600,37.3,140.4
1601,37.3,140.5
1602,37.3,140.6
1603,37.3,140.8
1604,37.3,140.8
1605,37.3,140.9
1606,37.3,141.0
1607,37.2,136.8
1608,37.2,136.8
1609,37.2,136.9
1610,37.2,137.0
1611,37.2,138.4
1612,37.2,138.5
1613,37.2,138.6
1614,37.2,138.8
1615,37.2,138.8
1616,37.2,138.9
1617,37.2,139.0
1618,37.2,139.1
1619,37.2,139.2
1620,37.2,139.2
1621,37.2,139.4
1622,37.2,139.5
1623,37.2,139.6
1624,37.2,139.8
1625,37.2,139.8
1626,37.2,139.9
1627,37.2,140.0
1628,37.2,140.1
1629,37.2,140.2
1630,37.2,140.2
1631,37.2,140.4
1632,37.2,140.5
1633,37.2,140.6
1634,37.2,140.8
1635,37.2,140.8
1636,37.2,140.9
1637,37.1,136.8
1638,37.1,138.0
1639,37.1,138.1
1640,37.1,138.2
1641,37.1,138.2
1642,37.1,138.4
1643,37.1,138.5
1644,37.1,138.6
1645,37.1,138.8
1646,37.1,138.8
1647,37.1,138.9
1648,37.1,139.0
1649,37.1,139.1
1650,37.1,139.2
1651,37.1,139.2
1652,37.1,139.4
1653,37.1,139.5
1654,37.1,139.6
1655,37.1,139.8
1656,37.1,139.8
1657,37.1,139.9
1658,37.1,140.0
1659,37.1,140.1
1660,37.1,140.2
1661,37.1,140.2
1662,37.1,140.4
1663,37.1,140.5
1664,37.1,140.6
1665,37.1,140.8
1666,37.1,140.8
1667,37.1,140.9
1668,37.0,136.8
1669,37.0,136.9
1670,37.0,137.0
1671,37.0,137.8
1672,37.0,137.9
1673,37.0,138.0
1674,37.0,138.1
1675,37.0,138.2
1676,37.0,138.2
1677,37.0,138.4
1678,37.0,138.5
1679,37.0,138.6
1680,37.0,138.8
1681,37.0,138.8
1682,37.0,138.9
1683,37.0,139.0
1684,37.0,139.1
1685,37.0,139.2
1686,37.0,139.2
1687,37.0,139.4
1688,37.0,139.5
1689,37.0,139.6
1690,37.0,139.8
1691,37.0,139.8
1692,37.0,139.9
1693,37.0,140.0
1694,37.0,140.1
1695,37.0,140.2
1696,37.0,140.2
1697,37.0,140.4
1698,37.0,140.5
1699,37.0,140.6
1700,37.0,140.8
1701,37.0,140.8
1702,37.0,140.9
1703,36.9,136.8
1704,36.9,136.9
1705,36.9,137.5
1706,36.9,137.6
1707,36.9,137.8
1708,36.9,137.8
1709,36.9,137.9
1710,36.9,138.0
1711,36.9,138.1
1712,36.9,138.2
1713,36.9,138.2
1714,36.9,138.4
1715,36.9,138.5
1716,36.9,138.6
1717,36.9,138.8
1718,36.9,138.8
1719,36.9,138.9
1720,36.9,139.0
1721,36.9,139.1
1722,36.9,139.2
1723,36.9,139.2
1724,36.9,139.4
1725,36.9,139.5
1726,36.9,139.6
1727,36.9,139.8
1728,36.9,139.8
1729,36.9,139.9
1730,36.9,140.0
1731,36.9,140.1
1732,36.9,140.2
1733,36.9,140.2
1734,36.9,140.4
1735,36.9,140.5
1736,36.9,140.6
1737,36.9,140.8
1738,36.8,136.8
1739,36.8,136.9
1740,36.8,137.0
1741,36.8,137.4
1742,36.8,137.5
1743,36.8,137.6
1744,36.8,137.8
1745,36.8,137.8
1746,36.8,137.9
1747,36.8,138.0
1748,36.8,138.1
1749,36.8,138.2
1750,36.8,138.2
1751,36.8,138.4
1752,36.8,138.5
1753,36.8,138.6
1754,36.8,138.8
1755,36.8,138.8
1756,36.8,138.9
1757,36.8,139.0
1758,36.8,139.1
1759,36.8,139.2
1760,36.8,139.2
1761,36.8,139.4
1762,36.8,139.5
1763,36.8,139.6
1764,36.8,139.8
1765,36.8,139.8
1766,36.8,139.9
1767,36.8,140.0
1768,36.8,140.1
1769,36.8,140.2
1770,36.8,140.2
1771,36.8,140.4
1772,36.8,140.5
1773,36.8,140.6
1774,36.8,140.8
1775,36.7,136.8
1776,36.7,136.8
1777,36.7,136.9
1778,36.7,137.0
1779,36.7,137.1
1780,36.7,137.2
1781,36.7,137.2
1782,36.7,137.4
1783,36.7,137.5
1784,36.7,137.6
1785,36.7,137.8
1786,36.7,137.8
1787,36.7,137.9
1788,36.7,138.0
1789,36.7,138.1
1790,36.7,138.2
1791,36.7,138.2
1792,36.7,138.4
1793,36.7,138.5
1794,36.7,138.6
1795,36.7,138.8
1796,36.7,138.8
1797,36.7,138.9
1798,36.7,139.0
1799,36.7,139.1
1800,36.7,139.2
1801,36.7,139.2
1802,36.7,139.4
1803,36.7,139.5
1804,36.7,139.6
1805,36.7,139.8
1806,36.7,139.8
1807,36.7,139.9
1808,36.7,140.0
1809,36.7,140.1
1810,36.7,140.2
1811,36.7,140.2
1812,36.7,140.4
1813,36.7,140.5
1814,36.7,140.6
1815,36.7,140.8
1816,36.6,136.6
1817,36.6,136.8
1818,36.6,136.8
1819,36.6,136.9
1820,36.6,137.0
1821,36.6,137.1
1822,36.6,137.2
1823,36.6,137.2
1824,36.6,137.4
1825,36.6,137.5
1826,36.6,137.6
1827,36.6,137.8
1828,36.6,137.8
1829,36.6,137.9
1830,36.6,138.0
1831,36.6,138.1
1832,36.6,138.2
1833,36.6,138.2
1834,36.6,138.4
1835,36.6,138.5
1836,36.6,138.6
1837,36.6,138.8
1838,36.6,138.8
1839,36.6,138.9
1840,36.6,139.0
1841,36.6,139.1
1842,36.6,139.2
1843,36.6,139.2
1844,36.6,139.4
1845,36.6,139.5
1846,36.6,139.6
1847,36.6,139.8
1848,36.6,139.8
1849,36.6,139.9
1850,36.6,140.0
1851,36.6,140.1
1852,36.6,140.2
1853,36.6,140.2
1854,36.6,140.4
1855,36.6,140.5
1856,36.6,140.6
1857,36.5,136.6
1858,36.5,136.8
1859,36.5,136.8
1860,36.5,136.9
1861,36.5,137.0
1862,36.5,137.1
1863,36.5,137.2
1864,36.5,137.2
1865,36.5,137.4
1866,36.5,137.5
1867,36.5,137.6
1868,36.5,137.8
1869,36.5,137.8
1870,36.5,137.9
1871,36.5,138.0
1872,36.5,138.1
1873,36.5,138.2
1874,36.5,138.2
1875,36.5,138.4
1876,36.5,138.5
1877,36.5,138.6
1878,36.5,138.8
1879,36.5,138.8
1880,36.5,138.9
1881,36.5,139.0
1882,36.5,139.1
1883,36.5,139.2
1884,36.5,139.2
1885,36.5,139.4
1886,36.5,139.5
1887,36.5,139.6
1888,36.5,139.8
1889,36.5,139.8
1890,36.5,139.9
1891,36.5,140.0
1892,36.5,140.1
1893,36.5,140.2
1894,36.5,140.2
1895,36.5,140.4
1896,36.5,140.5
1897,36.5,140.6
1898,36.4,136.5
1899,36.4,136.6
1900,36.4,136.8
1901,36.4,136.8
1902,36.4,136.9
1903,36.4,137.0
1904,36.4,137.1
1905,36.4,137.2
1906,36.4,137.2
1907,36.4,137.4
1908,36.4,137.5
1909,36.4,137.6
1910,36.4,137.8
1911,36.4,137.8
1912,36.4,137.9
1913,36.4,138.0
1914,36.4,138.1
1915,36.4,138.2
1916,36.4,138.2
1917,36.4,138.4
1918,36.4,138.5
1919,36.4,138.6
1920,36.4,138.8
1921,36.4,138.8
1922,36.4,138.9
1923,36.4,139.0
1924,36.4,139.1
1925,36.4,139.2
1926,36.4,139.2
1927,36.4,139.4
1928,36.4,139.5
1929,36.4,139.6
1930,36.4,139.8
1931,36.4,139.8
1932,36.4,139.9
1933,36.4,140.0
1934,36.4,140.1
1935,36.4,140.2
1936,36.4,140.2
1937,36.4,140.4
1938,36.4,140.5
1939,36.4,140.6
1940,36.3,133.2
1941,36.3,133.2
1942,36.3,136.2
1943,36.3,136.4
1944,36.3,136.5
1945,36.3,136.6
1946,36.3,136.8
1947,36.3,136.8
1948,36.3,136.9
1949,36.3,137.0
1950,36.3,137.1
1951,36.3,137.2
1952,36.3,137.2
1953,36.3,137.4
1954,36.3,137.5
1955,36.3,137.6
1956,36.3,137.8
1957,36.3,137.8
1958,36.3,137.9
1959,36.3,138.0
1960,36.3,138.1
1961,36.3,138.2
1962,36.3,138.2
1963,36.3,138.4
1964,36.3,138.5
1965,36.3,138.6
1966,36.3,138.8
1967,36.3,138.8
1968,36.3,138.9
1969,36.3,139.0
1970,36.3,139.1
1971,36.3,139.2
1972,36.3,139.2
1973,36.3,139.4
1974,36.3,139.5
1975,36.3,139.6
1976,36.3,139.8
1977,36.3,139.8
1978,36.3,139.9
1979,36.3,140.0
1980,36.3,140.1
1981,36.3,140.2
1982,36.3,140.2
1983,36.3,140.4
1984,36.3,140.5
1985,36.2,133.2
1986,36.2,136.2
1987,36.2,136.2
1988,36.2,136.4
1989,36.2,136.5
1990,36.2,136.6
1991,36.2,136.8
1992,36.2,136.8
1993,36.2,136.9
1994,36.2,137.0
1995,36.2,137.1
1996,36.2,137.2
1997,36.2,137.2
1998,36.2,137.4
1999,36.2,137.5
2000,36.2,137.6
2001,36.2,137.8
2002,36.2,137.8
2003,36.2,137.9
2004,36.2,138.0
2005,36.2,138.1
2006,36.2,138.2
2007,36.2,138.2
2008,36.2,138.4
2009,36.2,138.5
2010,36.2,138.6
2011,36.2,138.8
2012,36.2,138.8
2013,36.2,138.9
2014,36.2,139.0
2015,36.2,139.1
2016,36.2,139.2
2017,36.2,139.2
2018,36.2,139.4
2019,36.2,139.5
2020,36.2,139.6
2021,36.2,139.8
2022,36.2,139.8
2023,36.2,139.9
2024,36.2,140.0
2025,36.2,140.1
2026,36.2,140.2
2027,36.2,140.2
2028,36.2,140.4
2029,36.2,140.5
2030,36.1,133.1
2031,36.1,136.1
2032,36.1,136.2
2033,36.1,136.2
2034,36.1,136.4
2035,36.1,136.5
2036,36.1,136.6
2037,36.1,136.8
2038,36.1,136.8
2039,36.1,136.9
2040,36.1,137.0
2041,36.1,137.1
2042,36.1,137.2
2043,36.1,137.2
2044,36.1,137.4
2045,36.1,137.5
2046,36.1,137.6
2047,36.1,137.8
2048,36.1,137.8
2048,36.1,137.9
2050,36.1,138.0
2052,36.1,138.1
2052,36.1,138.2
2052,36.1,138.2
2054,36.1,138.4
2056,36.1,138.5
2056,36.1,138.6
2056,36.1,138.8
2058,36.1,138.8
2060,36.1,138.9
2060,36.1,139.0
2060,36.1,139.1
2062,36.1,139.2
2064,36.1,139.2
2064,36.1,139.4
2064,36.1,139.5
2066,36.1,139.6
2068,36.1,139.8
2068,36.1,139.8
2068,36.1,139.9
2070,36.1,140.0
2072,36.1,140.1
2072,36.1,140.2
2072,36.1,140.2
2074,36.1,140.4
2076,36.1,140.5
2076,36.1,140.6
2076,36.0,136.0
2078,36.0,136.1
2080,36.0,136.2
2080,36.0,136.2
2080,36.0,136.4
2082,36.0,136.5
2084,36.0,136.6
2084,36.0,136.8
2084,36.0,136.8
2086,36.0,136.9
2088,36.0,137.0
2088,36.0,137.1
2088,36.0,137.2
2090,36.0,137.2
2092,36.0,137.4
2092,36.0,137.5
2092,36.0,137.6
2094,36.0,137.8
2096,36.0,137.8
2096,36.0,137.9
2096,36.0,138.0
2098,36.0,138.1
2100,36.0,138.2
2100,36.0,138.2
2100,36.0,138.4
2102,36.0,138.5
2104,36.0,138.6
2104,36.0,138.8
2104,36.0,138.8
2106,36.0,138.9
2108,36.0,139.0
2108,36.0,139.1
2108,36.0,139.2
2110,36.0,139.2
2112,36.0,139.4
2112,36.0,139.5
2112,36.0,139.6
2114,36.0,139.8
2116,36.0,139.8
2116,36.0,139.9
2116,36.0,140.0
2118,36.0,140.1
2120,36.0,140.2
2120,36.0,140.2
2120,36.0,140.4
2122,36.0,140.5
2124,36.0,140.6
2124,35.9,136.0
2124,35.9,136.1
2126,35.9,136.2
2128,35.9,136.2
2128,35.9,136.4
2128,35.9,136.5
2130,35.9,136.6
2132,35.9,136.8
2132,35.9,136.8
2132,35.9,136.9
2134,35.9,137.0
2136,35.9,137.1
2136,35.9,137.2
2136,35.9,137.2
2138,35.9,137.4
2140,35.9,137.5
2140,35.9,137.6
2140,35.9,137.8
2142,35.9,137.8
2144,35.9,137.9
2144,35.9,138.0
2144,35.9,138.1
2146,35.9,138.2
2148,35.9,138.2
2148,35.9,138.4
2148,35.9,138.5
2150,35.9,138.6
2152,35.9,138.8
2152,35.9,138.8
2152,35.9,138.9
2154,35.9,139.0
2156,35.9,139.1
2156,35.9,139.2
2156,35.9,139.2
2158,35.9,139.4
2160,35.9,139.5
2160,35.9,139.6
2160,35.9,139.8
2162,35.9,139.8
2164,35.9,139.9
2164,35.9,140.0
2164,35.9,140.1
2166,35.9,140.2
2168,35.9,140.2
2168,35.9,140.4
2168,35.9,140.5
2170,35.9,140.6
2172,35.9,140.8
2172,35.8,136.1
2172,35.8,136.2
2174,35.8,136.2
2176,35.8,136.4
2176,35.8,136.5
2176,35.8,136.6
2178,35.8,136.8
2180,35.8,136.8
2180,35.8,136.9
2180,35.8,137.0
2182,35.8,137.1
2184,35.8,137.2
2184,35.8,137.2
2184,35.8,137.4
2186,35.8,137.5
2188,35.8,137.6
2188,35.8,137.8
2188,35.8,137.8
2190,35.8,137.9
2192,35.8,138.0
2192,35.8,138.1
2192,35.8,138.2
2194,35.8,138.2
2196,35.8,138.4
2196,35.8,138.5
2196,35.8,138.6
2198,35.8,138.8
2200,35.8,138.8
2200,35.8,138.9
2200,35.8,139.0
2202,35.8,139.1
2204,35.8,139.2
2204,35.8,139.2
2204,35.8,139.4
2206,35.8,139.5
2208,35.8,139.6
2208,35.8,139.8
2208,35.8,139.8
2210,35.8,139.9
2212,35.8,140.0
2212,35.8,140.1
2212,35.8,140.2
2214,35.8,140.2
2216,35.8,140.4
2216,35.8,140.5
2216,35.8,140.6
2218,35.8,140.8
2220,35.7,135.1
2220,35.7,135.2
2220,35.7,136.0
2222,35.7,136.1
2224,35.7,136.2
2224,35.7,136.2
2224,35.7,136.4
2226,35.7,136.5
2228,35.7,136.6
2228,35.7,136.8
2228,35.7,136.8
2230,35.7,136.9
2232,35.7,137.0
2232,35.7,137.1
2232,35.7,137.2
2234,35.7,137.2
2236,35.7,137.4
2236,35.7,137.5
2236,35.7,137.6
2238,35.7,137.8
2240,35.7,137.8
2240,35.7,137.9
2240,35.7,138.0
2242,35.7,138.1
2244,35.7,138.2
2244,35.7,138.2
2244,35.7,138.4
2246,35.7,138.5
2248,35.7,138.6
2248,35.7,138.8
2248,35.7,138.8
2250,35.7,138.9
2252,35.7,139.0
2252,35.7,139.1
2252,35.7,139.2
2254,35.7,139.2
2256,35.7,139.4
2256,35.7,139.5
2256,35.7,139.6
2258,35.7,139.8
2260,35.7,139.8
2260,35.7,139.9
2260,35.7,140.0
2262,35.7,140.1
2264,35.7,140.2
2264,35.7,140.2
2264,35.7,140.4
2266,35.7,140.5
2268,35.7,140.6
2268,35.6,134.4
2268,35.6,134.5
2270,35.6,134.6
2272,35.6,134.8
2272,35.6,134.8
2272,35.6,134.9
2274,35.6,135.0
2276,35.6,135.1
2276,35.6,135.2
2276,35.6,135.9
2278,35.6,136.0
2280,35.6,136.1
2280,35.6,136.2
2280,35.6,136.2
2282,35.6,136.4
2284,35.6,136.5
2284,35.6,136.6
2284,35.6,136.8
2286,35.6,136.8
2288,35.6,136.9
2288,35.6,137.0
2288,35.6,137.1
2290,35.6,137.2
2292,35.6,137.2
2292,35.6,137.4
2292,35.6,137.5
2294,35.6,137.6
2296,35.6,137.8
2296,35.6,137.8
2296,35.6,137.9
2298,35.6,138.0
2300,35.6,138.1
2300,35.6,138.2
2300,35.6,138.2
2302,35.6,138.4
2304,35.6,138.5
2304,35.6,138.6
2304,35.6,138.8
2306,35.6,138.8
2308,35.6,138.9
2308,35.6,139.0
2308,35.6,139.1
2310,35.6,139.2
2312,35.6,139.2
2312,35.6,139.4
2312,35.6,139.5
2314,35.6,139.6
2316,35.6,139.8
2316,35.6,139.8
2316,35.6,140.1
2318,35.6,140.2
2320,35.6,140.2
2320,35.6,140.4
2320,35.5,132.9
2322,35.5,133.0
2324,35.5,133.1
2324,35.5,133.2
2324,35.5,133.5
2326,35.5,133.6
2328,35.5,133.8
2328,35.5,134.0
2328,35.5,134.1
2330,35.5,134.2
2332,35.5,134.2
2332,35.5,134.4
2332,35.5,134.5
2334,35.5,134.6
2336,35.5,134.8
2336,35.5,134.8
2336,35.5,134.9
2338,35.5,135.0
2340,35.5,135.1
2340,35.5,135.2
2340,35.5,135.2
2342,35.5,135.4
2344,35.5,135.6
2344,35.5,135.8
2344,35.5,135.9
2346,35.5,136.0
2348,35.5,136.1
2348,35.5,136.2
2348,35.5,136.2
2350,35.5,136.4
2352,35.5,136.5
2352,35.5,136.6
2352,35.5,136.8
2354,35.5,136.8
2356,35.5,136.9
2356,35.5,137.0
2356,35.5,137.1
2358,35.5,137.2
2360,35.5,137.2
2360,35.5,137.4
2360,35.5,137.5
2362,35.5,137.6
2364,35.5,137.8
2364,35.5,137.8
2364,35.5,137.9
2366,35.5,138.0
2368,35.5,138.1
2368,35.5,138.2
2368,35.5,138.2
2370,35.5,138.4
2372,35.5,138.5
2372,35.5,138.6
2372,35.5,138.8
2374,35.5,138.8
2376,35.5,138.9
2376,35.5,139.0
2376,35.5,139.1
2378,35.5,139.2
2380,35.5,139.2
2380,35.5,139.4
2380,35.5,139.5
2382,35.5,139.6
2384,35.5,139.8
2384,35.5,140.1
2384,35.5,140.2
2386,35.5,140.2
2388,35.4,132.8
2388,35.4,132.8
2388,35.4,132.9
2390,35.4,133.0
2392,35.4,133.1
2392,35.4,133.2
2392,35.4,133.2
2394,35.4,133.4
2396,35.4,133.5
2396,35.4,133.6
2396,35.4,133.8
2398,35.4,133.8
2400,35.4,133.9
2400,35.4,134.0
2400,35.4,134.1
2402,35.4,134.2
2404,35.4,134.2
2404,35.4,134.4
2404,35.4,134.5
2406,35.4,134.6
2408,35.4,134.8
2408,35.4,134.8
2408,35.4,134.9
2410,35.4,135.0
2412,35.4,135.1
2412,35.4,135.2
2412,35.4,135.2
2414,35.4,135.4
2416,35.4,135.5
2416,35.4,135.6
2416,35.4,135.8
2418,35.4,135.8
2420,35.4,135.9
2420,35.4,136.0
2420,35.4,136.1
2422,35.4,136.2
2424,35.4,136.2
2424,35.4,136.4
2424,35.4,136.5
2426,35.4,136.6
2428,35.4,136.8
2428,35.4,136.8
2428,35.4,136.9
2430,35.4,137.0
2432,35.4,137.1
2432,35.4,137.2
2432,35.4,137.2
2434,35.4,137.4
2436,35.4,137.5
2436,35.4,137.6
2436,35.4,137.8
2438,35.4,137.8
2440,35.4,137.9
2440,35.4,138.0
2440,35.4,138.1
2442,35.4,138.2
2444,35.4,138.2
2444,35.4,138.4
2444,35.4,138.5
2446,35.4,138.6
2448,35.4,138.8
2448,35.4,138.8
2448,35.4,138.9
2450,35.4,139.0
2452,35.4,139.1
2452,35.4,139.2
2452,35.4,139.2
2454,35.4,139.4
2456,35.4,139.5
2456,35.4,139.6
2456,35.4,140.0
2458,35.4,140.1
2460,35.4,140.2
2460,35.4,140.2
2460,35.3,132.8
2462,35.3,132.8
2464,35.3,132.9
2464,35.3,133.0
2464,35.3,133.1
2466,35.3,133.2
2468,35.3,133.2
2468,35.3,133.4
2468,35.3,133.5
2470,35.3,133.6
2472,35.3,133.8
2472,35.3,133.8
2472,35.3,133.9
2474,35.3,134.0
2476,35.3,134.1
2476,35.3,134.2
2476,35.3,134.2
2478,35.3,134.4
2480,35.3,134.5
2480,35.3,134.6
2480,35.3,134.8
2482,35.3,134.8
2484,35.3,134.9
2484,35.3,135.0
2484,35.3,135.1
2486,35.3,135.2
2488,35.3,135.2
2488,35.3,135.4
2488,35.3,135.5
2490,35.3,135.6
2492,35.3,135.8
2492,35.3,135.8
2492,35.3,135.9
2494,35.3,136.0
2496,35.3,136.1
2496,35.3,136.2
2496,35.3,136.2
2498,35.3,136.4
2500,35.3,136.5
2500,35.3,136.6
2500,35.3,136.8
2502,35.3,136.8
2504,35.3,136.9
2504,35.3,137.0
2504,35.3,137.1
2506,35.3,137.2
2508,35.3,137.2
2508,35.3,137.4
2508,35.3,137.5
2510,35.3,137.6
2512,35.3,137.8
2512,35.3,137.8
2512,35.3,137.9
2514,35.3,138.0
2516,35.3,138.1
2516,35.3,138.2
2516,35.3,138.2
2518,35.3,138.4
2520,35.3,138.5
2520,35.3,138.6
2520,35.3,138.8
2522,35.3,138.8
2524,35.3,138.9
2524,35.3,139.0
2524,35.3,139.1
2526,35.3,139.6
2528,35.3,139.9
2528,35.3,140.0
2528,35.3,140.1
2530,35.3,140.2
2532,35.3,140.2
2532,35.2,132.5
2532,35.2,132.6
2534,35.2,132.8
2536,35.2,132.8
2536,35.2,132.9
2536,35.2,133.0
2538,35.2,133.1
2540,35.2,133.2
2540,35.2,133.2
2540,35.2,133.4
2542,35.2,133.5
2544,35.2,133.6
2544,35.2,133.8
2544,35.2,133.8
2546,35.2,133.9
2548,35.2,134.0
2548,35.2,134.1
2548,35.2,134.2
2550,35.2,134.2
2552,35.2,134.4
2552,35.2,134.5
2552,35.2,134.6
2554,35.2,134.8
2556,35.2,134.8
2556,35.2,134.9
2556,35.2,135.0
2558,35.2,135.1
2560,35.2,135.2
2560,35.2,135.2
2560,35.2,135.4
2562,35.2,135.5
2564,35.2,135.6
2564,35.2,135.8
2564,35.2,135.8
2566,35.2,135.9
2568,35.2,136.0
2568,35.2,136.1
2568,35.2,136.2
2570,35.2,136.2
2572,35.2,136.4
2572,35.2,136.5
2572,35.2,136.6
2574,35.2,136.8
2576,35.2,136.8
2576,35.2,136.9
2576,35.2,137.0
2578,35.2,137.1
2580,35.2,137.2
2580,35.2,137.2
2580,35.2,137.4
2582,35.2,137.5
2584,35.2,137.6
2584,35.2,137.8
2584,35.2,137.8
2586,35.2,137.9
2588,35.2,138.0
2588,35.2,138.1
2588,35.2,138.2
2590,35.2,138.2
2592,35.2,138.4
2592,35.2,138.5
2592,35.2,138.6
2594,35.2,138.8
2596,35.2,138.8
2596,35.2,138.9
2596,35.2,139.0
2598,35.2,139.1
2600,35.2,139.9
2600,35.2,140.0
2600,35.2,140.1
2602,35.2,140.2
2604,35.2,140.2
2604,35.1,132.4
2604,35.1,132.5
2606,35.1,132.6
2608,35.1,132.8
2608,35.1,132.8
2608,35.1,132.9
2610,35.1,133.0
2612,35.1,133.1
2612,35.1,133.2
2612,35.1,133.2
2614,35.1,133.4
2616,35.1,133.5
2616,35.1,133.6
2616,35.1,133.8
2618,35.1,133.8
2620,35.1,133.9
2620,35.1,134.0
2620,35.1,134.1
2622,35.1,134.2
2624,35.1,134.2
2624,35.1,134.4
2624,35.1,134.5
2626,35.1,134.6
2628,35.1,134.8
2628,35.1,134.8
2628,35.1,134.9
